run num,date,starttime ,,starttime ,start time,endtime ,duration,Acc power,exp. target,HD-Target ,Beam Pol,K1.8D1,K1.8mom,ESS,"CM
(1/2)",beam,Trig,1st trig Req,1st trig Acc,Solenoid,Ushiwaka,FT,SYIM,TM,beam,kaon,pion,MomS+,MomS-,MS+,MS-,IF-H +,IF-H-,IF-V +,IF-V-,DEF,Comment,Log Note,k- purity,"K- on target 
(DEF)","K- on target
(DEF*0.7)","Integrated K- on target
(DEF*0.7)",integrated time,kW*week,integrated kW*week,achievement rate,CDH1*K*n scaler,CDH1*K*p scaler,DAQ eff.,CDH1*K*n,CDH1*K*p,integrated CDH1*K*n,integrated CDH1*K*p
340,,,,,2016/6/17 20:52,2016/6/17 21:53,01:00:48,41.21,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.27,on,[D2 production],,23:28:36,120.4M,84.3M,13.3G,163:28,0.25 ,39.76 ,,,,,,,,
341,,,,,2016/6/17 21:53,2016/6/17 22:32,00:38:41,41.27,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:29:54,76.2M,53.3M,13.4G,164:06,0.16 ,39.91 ,,,,,,,,
342,,,,,2016/6/17 22:42,2016/6/17 23:41,00:40:35,41.13,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.4k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:25:26,79.4M,55.6M,13.4G,164:47,0.16 ,40.08 ,,,,,,,,
343,,,,,2016/6/17 23:41,2016/6/18 0:39,00:57:27,41.13,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.29,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:24:00,113.2M,79.2M,13.5G,165:44,0.23 ,40.31 ,,,,,,,,
344,,,,,2016/6/18 0:44,2016/6/18 1:44,01:00:18,40.77,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:24:00,119.1M,83.4M,13.6G,166:45,0.24 ,40.55 ,,,,,,,,
345,,,,,2016/6/18 1:44,2016/6/18 2:45,00:59:54,41.33,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:28:19,117.7M,82.4M,13.7G,167:45,0.24 ,40.79 ,,,,,,,,
346,,,,,2016/6/18 2:45,2016/6/18 3:45,00:59:54,41.3,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:27:53,117.6M,82.3M,13.8G,168:44,0.24 ,41.04 ,,,,,,,,
347,,,,,2016/6/18 3:45,2016/6/18 4:45,00:59:51,41.22,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.27,on,[D2 production] preset-scaler of kaon used for VME-scaler (main-DAQ) was broken? -> removed (1/10->1/1),,23:29:46,117.5M,82.3M,13.8G,169:44,0.24 ,41.28 ,,,,,,,,
348,,,,,2016/6/18 4:45,2016/6/18 5:46,01:00:30,41.42,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:26:53,119.2M,83.4M,13.9G,170:45,0.25 ,41.52 ,,,,,,,,
349,,,,,2016/6/18 5:47,2016/6/18 6:47,01:00:07,41.01,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production] gain of CVC-21t decreased drastically,,23:25:26,119.7M,83.8M,14.0G,171:45,0.24 ,41.77 ,,,,,,,,
350,,,,,2016/6/18 6:49,2016/6/18 7:50,00:59:49,41.35,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,"[D2 production] CVC-21t 1325->1335V, but still low-gain",,23:28:19,117.3M,82.1M,14.1G,172:45,0.24 ,42.01 ,,,,,,,,
351,,,,,2016/6/18 7:50,2016/6/18 8:50,00:59:10,41.44,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.4,109.8,-110,3.83,-0.26,on,[D2 production],,23:28:19,117.6M,82.3M,14.2G,173:44,0.24 ,42.25 ,,,,,,,,
352,,,,,2016/6/18 9:09,2016/6/18 10:00,00:50:18,41.14,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",10.9k,9.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.41,109.8,-110,3.83,-0.27,on,"[D2 production] CVC-21t 1335->1405V(default), but still low-gain",,23:26:53,99.7M,69.8M,14.2G,174:34,0.20 ,42.46 ,,,,,,,,
353,,,,,2016/6/18 10:02,2016/6/18 10:05,00:03:44,41.14,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.41,109.8,-110,3.83,-0.27,on,[BPD calib] D5=-1866,,,,,,,,,,,,,,,,
354,,,,,2016/6/18 10:06,2016/6/18 10:09,00:03:45,41.14,D2,Au,negative,-369,1.0 ,200 ,345,K,beam/5,,,00:00:00,00:00:00,,,,,,,160.2,-99.9,3.3,-1.41,109.8,-110,3.83,-0.27,on,[BPD calib] D5=-1366,,,,,,,,,,,,,,,,
355,,,,,2016/6/18 10:11,2016/6/18 11:11,00:59:34,41.29,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.4k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.41,109.8,-110,3.83,-0.27,on,[D2 production],,23:26:53,117.7M,82.4M,14.3G,175:34,0.24 ,42.70 ,,,,,,,,
356,,,,,2016/6/18 11:11,2016/6/18 12:11,00:59:10,41.3,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.2,-99.9,3.3,-1.41,109.8,-110,3.83,-0.26,on,[D2 production],,23:28:19,118.0M,82.6M,14.4G,176:33,0.24 ,42.94 ,,,,,,,,
357,,,,,2016/6/18 12:11,2016/6/18 13:12,01:00:56,41.26,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.3,-1.41,109.8,-110,3.83,-0.27,on,[D2 production],,23:25:26,119.9M,83.9M,14.5G,177:34,0.25 ,43.19 ,,,,,,,,
358,,,,,2016/6/18 13:12,2016/6/18 14:12,00:59:50,41.28,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.3k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.3,-1.41,109.8,-110,3.83,-0.26,on,[D2 production],,23:26:53,117.2M,82.0M,14.6G,178:34,0.24 ,43.43 ,,,,,,,,
359,,,,,2016/6/18 14:12,2016/6/18 15:00,00:47:17,41.36,D2,Au,negative,-369,1.0 ,200 ,345,K,"(CDH1*K, pi/10*vBVC, K/20*vBVC, K/15k, beam/70k) x (NC*vCVC*vBVC, charge, CDH1*K/120, CDH2*K/20, CDH3*K/7, beam/70k, K/15k)",11k,9.2k,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,00:00:00,160.1,-99.9,3.31,-1.41,109.8,-110,3.83,-0.26,on,[D2 production],,23:19:41,92.3M,64.6M,14.6G,179:21,0.19 ,43.62 ,,,,,,,,
